reference_id,url,language_crawl,statement_node,subject,predicate,object,url_type,is_inferred_from,stated_in,external_id_prop,external_id,internal_urls,external_url,wikimedia_import_urls,retrieved,publication_date,is_present,difficulty,reason,author,publisher,sub_publisher,long_sub_publisher,authoritative
e316ee0eacfeed0dabe13b2ca5eca145f5dd156f,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:4840978%20AND%20SRC:MED&resulttype=core&format=json,en,Q69793851-A27AD0CB-BDAD-4712-A324-318B445007CD,[Hansen's disease in a clinical medicine department],issue,1,external_url,None,Q5412157,P698,4840978,"['https://pubmed.ncbi.nlm.nih.gov/4840978', 'https://www.ncbi.nlm.nih.gov/pubmed/4840978/']",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:4840978%20AND%20SRC:MED&resulttype=core&format=json,[],"{'time': '+2019-10-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
7a4cd76ab9b0380a49c1e6d0e316c7eeb3c04b56,https://pubmed.ncbi.nlm.nih.gov/23324996,en,Q38074563-54C21C9E-13BE-4618-9CC9-5ED77CB11DC8,ATP2B1 and blood pressure:  from associations to pathophysiology.,volume,22,internal_url,None,Q5412157,P698,23324996,"['https://pubmed.ncbi.nlm.nih.gov/23324996', 'https://www.ncbi.nlm.nih.gov/pubmed/23324996/']",None,[],"{'time': '+2017-08-28T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
07b52d9539d8320ed2b383952dd584a5ccb9c9ac,http://purl.uniprot.org/uniprot/P36145,en,Q27551567-313BC548-0C7C-43F0-AD9B-01F49D371805,Transcription factor TFIIE subunit TFA2 YKR062W,encoded by,TFA2,internal_url,None,Q905695,P352,P36145,['http://purl.uniprot.org/uniprot/P36145'],None,[],"{'time': '+2020-02-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
3e4e1c8f9035e22bb23de93ef7bddf89677a7ab5,https://api.crossref.org/works/10.3109%2F10799899109066417,en,Q46518307-0270C82D-6D00-468B-BFB5-064124725833,Photoaffinity ligands for the [3H]TBOB binding site of the GABAA receptor.,cites work,t-[3H]butylbicycloorthobenzoate: new radioligand probe for the gamma-aminobutyric acid-regulated chloride ionophore.,external_url,None,Q5188229,None,None,None,https://api.crossref.org/works/10.3109%2F10799899109066417,[],"{'time': '+2018-01-21T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,1,-1,1,0,2,0.2,Yes
8fdd8e80b3a5b0c6e6bcb5efed051095f3747962,http://geonames.nga.mil/,en,Q21796746-346B266C-9C61-441A-86E0-7A0969066596,Mina San Antonio,located in the administrative territorial entity,La Paz Department,stated_in_official_url,None,Q1194038,P2326,-699802,None,None,[],None,"{'time': '+2018-06-11T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",1,0,-1,1,2,-1,2.0,Yes
3ef702da6f632264ebd2624acfca6a3ee5894dd4,https://pubmed.ncbi.nlm.nih.gov/12598971,en,Q44323663-922DBEA5-372C-4B3E-93AC-4A0CC9E86561,"Intraluminal casein model of necrotizing enterocolitis for assessment of mucosal destruction, bacterial translocation, and the effects of allopurinol and N-acetylcysteine.",publication date,2002-10-26T00:00:00Z,internal_url,None,Q5412157,P698,12598971,"['https://pubmed.ncbi.nlm.nih.gov/12598971', 'https://www.ncbi.nlm.nih.gov/pubmed/12598971/']",None,[],"{'time': '+2017-12-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
ddf3ca3b9b8cd991029103286f60ee098b2fe7d3,http://europepmc.org/abstract/MED/16410216,en,Q46892740-557802E7-3691-473F-893E-FF89217177C2,Testosterone improves motor function in Parkinson's disease.,volume,13,external_url,None,Q5412157,P698,16410216,"['https://pubmed.ncbi.nlm.nih.gov/16410216', 'https://www.ncbi.nlm.nih.gov/pubmed/16410216/']",http://europepmc.org/abstract/MED/16410216,[],"{'time': '+2017-12-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
1bfff99aa4326ad6e37201698ca6c655f76a0566,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:2585716%20AND%20SRC:MED&resulttype=core&format=json,en,Q69387241-A857252D-DAE6-4BD4-B286-4AC5083F9FA1,[Hemodynamic changes before and after anesthesia for renal transplantation],author name string,Itoh S,external_url,None,Q5412157,P698,2585716,"['https://pubmed.ncbi.nlm.nih.gov/2585716', 'https://www.ncbi.nlm.nih.gov/pubmed/2585716/']",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:2585716%20AND%20SRC:MED&resulttype=core&format=json,[],"{'time': '+2019-10-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
d6aa09222d4a70bf903d3cf0a0380b0a6d051507,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:1667439%20AND%20SRC:MED&resulttype=core&format=json,en,Q68279621-4E092FE2-7EB3-47D4-BBE7-23104946BF2B,[ELISA for detecting antibodies against herpes simplex virus],PubMed ID,1667439,external_url,None,Q5412157,P698,1667439,"['https://pubmed.ncbi.nlm.nih.gov/1667439', 'https://www.ncbi.nlm.nih.gov/pubmed/1667439/']",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:1667439%20AND%20SRC:MED&resulttype=core&format=json,[],"{'time': '+2019-09-23T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
472f1111976e8c654438961c2630554715451068,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:10383077%20AND%20SRC:MED&resulttype=core&format=json,en,Q77925868-245BDEDF-2DEC-4DA3-9D55-9E995AC64812,A comparison of ELISA assays as routine diagnostic test for detection of autoantibodies against extractable nuclear antigens,author name string,H L Van Duijnhoven,external_url,None,Q5412157,P698,10383077,"['https://pubmed.ncbi.nlm.nih.gov/10383077', 'https://www.ncbi.nlm.nih.gov/pubmed/10383077/']",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:10383077%20AND%20SRC:MED&resulttype=core&format=json,[],"{'time': '+2019-12-09T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
050009ecce26fdb8ddca4f7166af86562a94e732,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:20940693%20AND%20SRC:MED&resulttype=core&format=json,en,Q37799713-9E0F2995-EA39-4960-83DA-0F8351D4A888,Personalized approach to prostate cancer prognosis.,issue,3,external_url,None,Q5412157,P698,20940693,"['https://pubmed.ncbi.nlm.nih.gov/20940693', 'https://www.ncbi.nlm.nih.gov/pubmed/20940693/']",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:20940693%20AND%20SRC:MED&resulttype=core&format=json,[],"{'time': '+2020-02-15T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
b3149c70dda85173a5e3b0b012c1b30447cd7474,https://api.crossref.org/works/10.1080%2F01926180701291238,en,Q58267113-ADFCD6A1-741F-4E9C-ADAB-B3AFBE2B33C7,Avoiding Expert Testimony About Family Therapy,cites work,Sexual abuse evaluations: conceptual and empirical obstacles.,external_url,None,Q5188229,None,None,None,https://api.crossref.org/works/10.1080%2F01926180701291238,[],"{'time': '+2018-01-21T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,1,-1,1,0,2,0.2,Yes
d42dc4bad81c516fa6f5aab2bcf925ab108a3a30,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=2997310,en,Q34381344-5DE453DA-AB2E-445C-8EC1-41DC9195BA17,"Effects of renal impairment on the pharmacokinetics, pharmacodynamics and safety of rivaroxaban, an oral, direct Factor Xa inhibitor",cites work,Treatment of Proximal Deep-Vein Thrombosis With the Oral Direct Factor Xa Inhibitor Rivaroxaban (BAY 59-7939): The ODIXa-DVT (Oral Direct Factor Xa Inhibitor BAY 59-7939 in Patients With Acute Symptomatic Deep-Vein Thrombosis) Study,external_url,None,Q229883,None,None,None,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=2997310,[],"{'time': '+2018-12-09T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,0,-1,1,0,0,0.0,Yes
ab9242e98ce49f94c229764bb4319812f5a11a05,https://www.ncbi.nlm.nih.gov/gene/1029626,en,Q23217082-A5C096CD-7C2A-4022-AB20-4BD8A1A3087F,hypothetical protein SMU_39,subclass of,gene,internal_url,None,Q20641742,P351,1029626,['https://www.ncbi.nlm.nih.gov/gene/1029626'],None,[],"{'time': '+2016-12-13T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,4,-1,1,0,0,0.0,Yes
4c7031eb73301ecb969c8315aac1fce86585d26a,https://api.crossref.org/works/10.1111%2FCBDD.12883,en,Q48478276-005C3EA6-E711-4C6B-84E8-C3C2F476F0AB,Identification of ginkgolide targets in brain by photoaffinity labeling.,cites work,"In vivoBiodistribution of Ginkgolide B, a Constituent ofGinkgo biloba, Visualized by MicroPET",external_url,None,Q5188229,None,None,None,https://api.crossref.org/works/10.1111%2FCBDD.12883,[],"{'time': '+2018-01-21T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,1,-1,1,0,2,0.2,Yes
702d948cd78d5f1e6dc934e9e5089b5506761608,https://ndclist.com/ndc/59212-700,en,Q47521941-C48BFDD8-2F65-4CAA-9125-CB1F93C8F93D,Orapred,RxNorm ID,285077,internal_url,None,Q22907487,P3640,59212-700,['https://ndclist.com/ndc/59212-700'],None,[],"{'time': '+2018-01-30T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,0,-1,5,1,2,-1,2.0,Yes
22b45a04b03a64f0d49990165a3ec3d0c204634e,https://api.crossref.org/works/10.1007%2FS00128-013-1018-3,en,Q44892066-5968A8EF-975C-4CA4-AEC5-5E493FE3691D,MSPD sample preparation approach for reversed-phase liquid chromatographic analysis of pesticide residues in stem of coconut palm.,cites work,A matrix solid-phase dispersion method for the extraction of seven pesticides from mango and papaya.,external_url,None,Q5188229,None,None,None,https://api.crossref.org/works/10.1007%2FS00128-013-1018-3,[],"{'time': '+2018-01-21T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
abe33d63b2542f672ab4f66038156d839ce5a37d,https://www.ncbi.nlm.nih.gov/gene/3082014,en,Q23453728-55A317A5-23FC-4B48-A8DC-AC2ACF126700,Hypothetical protein BF3376,RefSeq protein ID,YP_100654,internal_url,None,Q20641742,P351,3082014,['https://www.ncbi.nlm.nih.gov/gene/3082014'],None,[],"{'time': '+2018-12-07T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,0,-1,6,1,0,1,0.1,Yes
b4af416944960697943e1a2aec4555da8e07f947,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=4660265,en,Q28087614-AA2846DA-04D5-4D45-80CB-951FF2933F94,Hypoxic Episodes in Bronchopulmonary Dysplasia,cites work,Maturational changes in airway smooth muscle structure-function relationships.,external_url,None,Q229883,None,None,None,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=4660265,[],"{'time': '+2018-06-02T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,0,-1,1,0,0,0.0,Yes
f262e22a2f2ce9e0598413073af5590d5c692abc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=4159995,en,Q34159178-3C49A21C-CB6A-45DA-98A9-A3F7695B7B8F,Toward literature-based feature selection for diagnostic classification: a meta-analysis of resting-state fMRI in depression.,cites work,Disease and the brain's dark energy.,external_url,None,Q229883,None,None,None,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=4159995,[],"{'time': '+2018-07-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,0,-1,1,0,0,0.0,Yes
615b114f65ca169d4ee8f0eafd25122b3066efa5,http://europepmc.org/abstract/MED/5426656,en,Q46864010-A22475C2-D849-4918-BE4D-CE36D8ED83D5,Calcium content and exchange in neocortical tissues during the cation movements induced by glutamates.,published in,Journal of Neurochemistry,external_url,None,Q5412157,P698,5426656,"['https://pubmed.ncbi.nlm.nih.gov/5426656', 'https://www.ncbi.nlm.nih.gov/pubmed/5426656/']",http://europepmc.org/abstract/MED/5426656,[],"{'time': '+2017-12-25T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
ed37db87bfe0b809ea09cfc0769162c0f156f20f,http://purl.uniprot.org/uniprot/Q9BXT6,en,Q18041012-9C65D35E-304A-40F5-91D3-DE4266CF8DAA,MOV10L1,encodes,Mov10 like RISC complex RNA helicase 1,internal_url,None,Q905695,P352,Q9BXT6,['http://purl.uniprot.org/uniprot/Q9BXT6'],None,[],"{'time': '+2017-07-06T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
08c75701a4326cb8ac9811a8c579e2a2211f65e1,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=5830077,en,Q55351009-0942076A-575F-418C-B7C8-90356122F9B2,Tilapia fish microbial spoilage monitored by a single optical gas sensor.,cites work,Tunable Gas Sensing Gels by Cooperative Assembly.,external_url,None,Q229883,None,None,None,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=5830077,[],"{'time': '+2018-07-10T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,0,-1,1,0,0,0.0,Yes
6aec56481d2758661939ce4f95dee6495ddc6200,https://pubmed.ncbi.nlm.nih.gov/15446947,en,Q45077531-B1C90AD1-D50D-4429-AA56-39AE4EB0140D,Relaxation modes in glass forming meta-toluidine.,page(s),6470-6477,internal_url,None,Q5412157,P698,15446947,"['https://pubmed.ncbi.nlm.nih.gov/15446947', 'https://www.ncbi.nlm.nih.gov/pubmed/15446947/']",None,[],"{'time': '+2017-12-09T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
2a0b4114a9f81c5b2d7c6513641e308447dbbb86,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=2676448,en,Q30489840-9B90973C-95F3-4C53-84C2-D8263BA28F3A,"Noninvasive, in vivo imaging of blood-oxygenation dynamics within the mouse brain using photoacoustic microscopy",cites work,In vivo imaging of subcutaneous structures using functional photoacoustic microscopy.,external_url,None,Q229883,None,None,None,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pmc&linkname=pmc_refs_pubmed&retmode=json&id=2676448,[],"{'time': '+2018-11-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,0,-1,1,0,0,0.0,Yes
c2db4d9674b00fdac3951022106853f6bd72323d,http://purl.uniprot.org/uniprot/P95187,en,Q22923578-17E7B024-5553-443F-ABFC-123F55216638,Acyl-CoA dehydrogenase Rv3139,encoded by,acyl-CoA dehydrogenase Rv3139,internal_url,None,Q905695,P352,P95187,['http://purl.uniprot.org/uniprot/P95187'],None,[],"{'time': '+2020-02-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
0ed3d3c3eee9921afc0c53e9c947a0bddcb193a6,https://pubmed.ncbi.nlm.nih.gov/25633484,en,Q38915284-97039B92-0EB5-40F0-8618-25040677670C,MMP-9 is increased in the pathogenesis of gastric cancer by the mediation of HER2.,volume,22,internal_url,None,Q5412157,P698,25633484,"['https://pubmed.ncbi.nlm.nih.gov/25633484', 'https://www.ncbi.nlm.nih.gov/pubmed/25633484/']",None,[],"{'time': '+2017-09-07T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,0,0.0,Yes
fac620a15f30a0589d1fd3b04e93af1472ba4bd3,http://geonames.nga.mil/,en,Q32735068-54941DF1-726F-4B7D-B6CA-4F2F8D072323,Dirty River,country,Ireland,stated_in_official_url,None,Q1194038,P2326,-1502353,None,None,[],None,"{'time': '+2018-06-11T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",1,0,-1,1,2,-1,2.0,Yes
48b4be1d759c57dc75876a2257bb6631f1cbe711,http://europepmc.org/abstract/MED/2217924,en,Q50152393-978A3EF1-0C76-43D0-8CD4-4CEEAA157E69,[Emphysematous cholecystitis. Description of a case],author name string,Balboni G,external_url,None,Q5412157,P698,2217924,"['https://pubmed.ncbi.nlm.nih.gov/2217924', 'https://www.ncbi.nlm.nih.gov/pubmed/2217924/']",http://europepmc.org/abstract/MED/2217924,[],"{'time': '+2018-02-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}",None,1,3,-1,1,0,2,0.2,Yes
